id_timestamp,id_index,sensor_index,sensor_id,timestamp_since_poweron,real_time_clock,temperature,pressure,relative_humidity,resistance_gassensor,heater_profile_step_index,scanning_enabled,scanning_cycle_index,label_tag,error_code
2026_02_18_21_53,16088,4,1724209694,6468621,1771458056,37.707851,992.970581,17.371992,208724.015625,0,1,2,0,0
2026_02_18_21_53,16089,3,1724221471,6468750,1771458056,35.069538,992.942261,17.80724,9207081.0,3,1,3,0,0
2026_02_18_21_53,16090,2,1724204062,6468760,1771458056,36.09549,993.111755,18.565306,15918387.0,1,1,2,0,0
2026_02_18_21_53,16091,6,1724206621,6468894,1771458056,37.18819,993.364502,17.712143,135737.015625,7,1,3,0,0
2026_02_18_21_53,16092,4,1724209694,6468904,1771458056,37.223579,993.016296,17.39566,21284832.0,1,1,2,0,0
2026_02_18_21_53,16093,5,1724219422,6469118,1771458056,35.177326,992.698914,21.093718,48147.453125,0,1,1,0,0
2026_02_18_21_53,16094,0,1724206365,6469198,1771458056,35.371376,992.858398,20.306627,167923.90625,9,1,1,0,0
2026_02_18_21_53,16095,3,1724221471,6469336,1771458056,35.783501,992.895752,17.987337,490304.03125,4,1,3,0,0
2026_02_18_21_53,16096,5,1724219422,6469412,1771458056,35.2817,992.772766,21.163818,2183951.0,1,1,1,0,0
2026_02_18_21_53,16097,1,1724192798,6469556,1771458057,34.584843,993.015381,18.946703,11542092.0,2,1,2,0,0
2026_02_18_21_53,16098,6,1724206621,6469631,1771458057,37.426086,993.375183,17.648222,159900.0625,8,1,3,0,0
2026_02_18_21_53,16099,0,1724206365,6469915,1771458057,35.463646,992.877563,20.089178,183644.1875,0,1,2,0,0
2026_02_18_21_53,16100,3,1724221471,6470050,1771458057,36.063099,992.941406,17.957424,418215.21875,5,1,3,0,0
2026_02_18_21_53,16101,0,1724206365,6470195,1771458057,35.002277,992.913513,19.958679,18745996.0,1,1,2,0,0
2026_02_18_21_53,16102,2,1724204062,6470200,1771458057,35.10088,993.093811,18.136515,11603399.0,2,1,2,0,0
2026_02_18_21_53,16103,6,1724206621,6470334,1771458057,37.572876,993.364441,17.547901,170609.796875,9,1,3,0,0
2026_02_18_21_53,16104,4,1724209694,6470343,1771458057,36.245064,992.930115,17.063402,16890722.0,2,1,2,0,0
2026_02_18_21_53,16105,3,1724221471,6470750,1771458058,36.190414,992.919067,17.918581,366499.65625,6,1,3,0,0
2026_02_18_21_53,16106,5,1724219422,6470842,1771458058,35.358742,992.779907,20.314444,1800835.375,2,1,1,0,0
2026_02_18_21_53,16107,6,1724206621,6471060,1771458058,37.671577,993.333252,17.434465,177346.734375,0,1,4,0,0
2026_02_18_21_53,16108,6,1724206621,6471340,1771458058,37.216026,993.399658,17.217131,20544200.0,1,1,4,0,0
2026_02_18_21_53,16109,7,1724199965,6471347,1771458058,35.107933,993.130005,21.424822,60037.523438,0,1,1,0,0
2026_02_18_21_53,16110,3,1724221471,6471479,1771458058,36.682205,992.931335,17.844421,135845.046875,7,1,3,0,0
2026_02_18_21_53,16111,0,1724206365,6471624,1771458059,34.119446,992.879456,19.580122,14173010.0,2,1,2,0,0
2026_02_18_21_53,16112,7,1724199965,6471630,1771458059,35.211235,993.226013,21.345831,3219493.0,1,1,1,0,0
2026_02_18_21_53,16113,3,1724221471,6472179,1771458059,36.921864,992.925354,17.78121,163109.265625,8,1,3,0,0
2026_02_18_21_53,16114,6,1724206621,6472603,1771458060,36.226475,993.343201,17.207561,15566746.0,2,1,4,0,0
